ID	Value
htd273	ଯେଉଁ\PR_PRL ଜୈବବିବିଧତା\N_NN ବସ୍ତରରେ\N_NNP ଦେଖିବାକୁ\V_VM_VINF ମିଳେ\V_VM_VF ତାହା\DM_DMD ଅନ୍ୟତ୍ର\N_NN ଦେଖିବାକୁ\V_VM_VINF ମିଳେନାହିଁ\V_VM_VF ।\RD_PUNC
htd274	ବସ୍ତରର\N_NNP ରୋମାଞ୍ଚକର\JJ ଯାତ୍ରାରେ\N_NN ଏସିଆର\N_NNP ସବୁଠାରୁ\RP_INTF ଉଚ୍ଚତାବିଶିଷ୍ଟ\JJ ବ୍ରଡ୍‌ଗେଜ୍‌\N_NNP ରେଳଷ୍ଟେସନ\N_NN ଶିମିଳାଗୁଡା\N_NNP ପଡିଥାଏ\V_VM_VNF |\RD_PUNC
htd275	ତାଳଗଛର\N_NN ରସାଳ\JJ ଫଳକୁ\N_NN ନେଇ\V_VM_VNF ବିକ୍ରୀକରୁଥିବା\V_VM_VNF ଲୋକମାନଙ୍କୁ\N_NN ରାସ୍ତାସାରା\N_NN ଦେଖିବାକୁ\V_VM_VINF ମିଳିଥାଏ\V_VM_VF ,\RD_PUNC
htd276	ତାଳଗଛର\N_NN ରସାଳ\JJ ଫଳକୁ\N_NN ଖାଇବା\V_VM_VNF ପାଇଁ\PSP ବହୁତ\RP_INTF ଭଲ\N_NN ଲାଗିଥାଏ\V_VM_VF ।\RD_PUNC
htd277	ଏହି\DM_DMD ରୋମାଞ୍ଚମୟ\JJ ଯାତ୍ରା\N_NN କାଳରେ\N_NN ଦୁଇଟି\RP_CL ବୈଦ୍ୟୁତିକ\JJ ଇଂଜିନରେ\N_NN ଚାଲୁଥିବା\V_VM_VNF ରେଳ\N_NN ୮୪\QT_QTC ଟିଟନଲ୍‌\N_NN ମଧ୍ୟଦେଇ\V_VM_VNF ଗତି\N_NN କରିଥାଏ\V_VM_VF ।\RD_PUNC
htd278	କେ.କେ.\N_NNP ଲାଇନ୍‌\N_NN ର\PSP ଦୀର୍ଘତା\JJ ୫୦ରୁ\QT_QTC ୯୦୦\QT_QTC ମିଟର\N_NN ପର୍ଯ୍ୟନ୍ତ\PSP ଅଟେ\V_VM_VF |\RD_PUNC
htd279	କେ.କେ.ଲାଇନ୍‌ର\N_NNP ନିର୍ମାଣ\N_NNV ଜାପାନୀମାନେ\N_NN ବୈଲାଡିଲାର\N_NNP ଅଷୋଧିତ\JJ ଲୌହ\JJ ଖଣିଜକୁ\N_NN ବିଶାଖପାଟଣା\N_NNP ଦେଇ\V_VM_VNF ଜାପାନ\N_NNP ନେଇଯିବା\V_VM_VNF ପାଇଁ\PSP କରିଥିଲେ\V_VM_VF ।\RD_PUNC
htd280	ବିଶାଖପାଟଣାରୁ\N_NNP ଅଷୋଧିତ\JJ ଲୁହାପଥର\N_NN ପାଣିଜାହାଜ\N_NN ଦ୍ଵାରା\PSP ଜାପାନ\N_NNP ନିଆଯାଇଥାଏ\V_VM_VF |\RD_PUNC
htd281	କେ.କେ.\N_NNP ଲାଇନ୍‌ର\N_NN ଯାତ୍ରାରେ\N_NN ଖାଇବା\V_VM_VNF ପିଇବାର\V_VM_VNF ସାମଗ୍ରୀ\N_NN ଉପଲବ୍‌ଧ\N_NNV ହୁଏ\V_VM_VF ନାହିଁ\RP_NEG ।\RD_PUNC
htd282	ତେଣୁ\CC_CCD ଯଦି\CC_CCD ଏ\DM_DMD ଯାତ୍ରାର\N_NN ଆନନ୍ଦ\N_NN ନେବାର\V_VM_VNF ଅଛି\V_VM_VF ତେବେ\CC_CCS ଖାଇବା\V_VM_VNF ପିଇବାର\V_VM_VNF ଭରପୁର\PR_PRC ସାମଗ୍ରୀ\N_NN ସାଥିରେ\N_NN ନେଇକରି\V_VM_VNF ଯିବା\V_VM_VNF ଉଚିତ୍‍\V_VM_VF |\RD_PUNC
htd283	କେ.କେ.\N_NNP ଲାଇନ୍‌\N_NN ବିଗତ\N_NN ୪୦\QT_QTC ବର୍ଷ\N_NST ଧରି\V_VM_VF ଅଷୋଧିତ\JJ ଲୁହାପଥରର\N_NN ପରିବହନ\N_NNV କରୁଅଛି\V_VM_VF |\RD_PUNC
htd284	ଆପାତତଃ\RP_INJ ୧୬ଟି\QT_QTC ମାଲଗାଡି\N_NN କେ.କେ.\N_NNP ରେଳଲାଇନ୍‌ରେ\N_NN ପ୍ରତିଦିନ\N_NN ଚାଲିଥାଏ\V_VM_VF ।\RD_PUNC
htd285	୫୨୫\QT_QTC କିଲୋମିଟର\QT_QTF ଲମ୍ବା\QT_QTF ବିଶିଷ୍ଟ\PSP ଏହି\DM_DMD କେ.କେ.\N_NNP ରେଳଲାଇନ୍‌ରେ\N_NN ଅଷୋଧିତ\JJ ଲୁହାପଥର\N_NN ପରିବହନ\N_NN କରି\V_VM_VF ରେଲ୍‌ଓ୍ୱେର\N_NN ପ୍ରତିବର୍ଷ\N_NN ପାଖାପାଖି\N_NN ୮\QT_QTC ବିଲିୟନ\QT_QTF ଲାଭ\N_NN ହୋଇଥାଏ\V_VM_VF ।\RD_PUNC
htd286	ଜଗଦଲ୍‌ପୁରରୁ\N_NNP ୪୦\QT_QTC କିଲୋମିଟର\QT_QTF ଦୂରରେ\N_NST ବିଶ୍ଵପ୍ରସିଦ୍ଧ\JJ ଚିତ୍ରକୋଟ\N_NNP ଜଳପ୍ରପାତ\N_NNP ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd287	ଚିତ୍ରକୋଟଠାରେ\N_NNP ଇନ୍ଦ୍ରାବତୀ\N_NNP ନଦୀ\N_NN ବିସ୍ତାରିତ\JJ ହୋଇ\V_VM_VNF ମନମୋହକ\JJ ଜଳପ୍ରପାତ\N_NN ସୃଷ୍ଟି\N_NN କରିଛି\V_VM_VF |\RD_PUNC
htd288	ଚିତ୍ରକୋଟ\N_NNP ଜଳପ୍ରପାତକୁ\N_NN ବସ୍ତରର\N_NNP ନାଏଗ୍ରା\N_NNP ମଧ୍ୟ\RP_RPD କୁହାଯାଏ\V_VM_VF |\RD_PUNC
htd289	ଫ୍ଲଡ୍‌ଲାଇଟ୍‌ରେ\N_NN ଜଳପ୍ରପାତକୁ\N_NN ଦେଖିବା\V_VM_VNF ଏକପ୍ରକାର\RP_INTF ଅଲଗା\N_NN ଅନୁଭବ\N_NN ପ୍ରଦାନ\N_NNV କରିଥାଏ\V_VM_VF |\RD_PUNC
htd290	ପର୍ଯ୍ୟଟନ\N_NN ବିଭାଗର\N_NN ପୁର୍ଣ୍ଣ\PR_PRC ସୁବିଧାସମ୍ପନ୍ନ\N_NN କୁଟୀରରେ\PSP ରହିବାର\V_VM_VNF ଆନନ୍ଦ\N_NN ହିଁ\RP_RPD ନିଆରା\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd291	ଚିତ୍ରକୋଟ\N_NNP ଜଳପ୍ରପାତରୁ\N_NN ୧୦\QT_QTC କିଲୋମିଟର\N_NN ଦୂରରେ\N_NST ତାମଡ଼ାଘୁମଡ଼\N_NNP ଜଳପ୍ରପାତ\N_NN ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd292	ତାମଡାଘୂମଡ\N_NNP ଜଳପ୍ରପାତରୁ\N_NN ଗୋଟିଏ\RP_CL ଛୋଟ\JJ ନଦୀ\N_NN ସିଧା\N_NN ପାଖାପାଖି\N_NST ୧୦୦\QT_QTC ଫୁଟ୍‍\N_NN ଉଚ୍ଚତାରୁ\QT_QTF ତଳ\N_NST ଭାଗରେ\N_NN ପଡି\V_VM_VNF ଏକ\QT_QTC ମନୋରମ\JJ ଜଳପ୍ରପାତ\N_NN ନିର୍ମାଣ\N_NN କରୁଛି\V_VM_VF ।\RD_PUNC
htd293	ପ୍ରପାତର\N_NN ତଳକୁ\N_NST ଓହ୍ଲାଇକରି\V_VM_VF ଦେଖିବାକୁ\V_VM_VINF ଭଲଲାଗେ\V_VM_VF |\RD_PUNC
htd294	ଓହ୍ଲେଇବା\V_VM_VNF ରାସ୍ତା\N_NN ଦୁର୍ଗମ\JJ ହୋଇଥବାରୁ\V_VM_VNF ଅଧିକ\RP_INTF ସତର୍କତା\N_NN ଅବଲମ୍ବନ\N_NN କରିବା\V_VM_VNF ଆବଶ୍ୟକ\V_VM_VF ହୋଇଥାଏ\N_NN ।\RD_PUNC
htd295	ଜଗଦଲ୍‌ପୁରର\N_NNP ଅନ୍ତସ୍ଥଳରେ\N_NST ଗୋଟିଏ\QT_QTO ମନୋରମ\JJ ସ୍ଥାନ\N_NN ଅଛି\V_VM_VNF |\RD_PUNC
htd296	ଏଠାରେ\DM_DMD ପିଲାମାନଙ୍କ\N_NN ପାଇଁ\PSP ଗୋଟିଏ\QT_QTO ବଡ଼\JJ ଉଦ୍ୟାନ\N_NN ଏବଂ\CC_CCD ରେଳଗାଡିର\N_NN ବ୍ୟବସ୍ଥା\N_NN ଅଛି\V_VM_VF |\RD_PUNC
htd297	ତତ୍‌ସହିତ\CC_CCD ଗୋଟିଏ\QT_QTO ବିଶାଳ\JJ ସ୍କୋଟିଗଂ\N_NN ରିଂଗ୍‌\N_NN ଯୁବକମାନଙ୍କୁ\N_NN ଆକର୍ଷିତ\JJ କରିଥାଏ\V_VM_VF ।\RD_PUNC
htd298	ସୁନ୍ଦର\JJ ଘାସଗାଲିଚା\N_NN ଏବଂ\CC_CCD ଫୁଲବଗିଚା\N_NN ପର୍ଯଟକମାନଙ୍କର\PSP ମନ\N_NN ମୋହିନିଏ\V_VM_VF |\RD_PUNC
htd299	କାକତୀୟ\N_NNP ବଂଶର\N_NN ମହାରାଜ\N_NN ପୁରୁଷୋତ୍ତମ\N_NNP ଦେବଙ୍କ\N_NN ଦ୍ଵାରା\PSP ନିର୍ମିତ\JJ ଏହି\DM_DMD ପୁଷ୍କରିଣୀ\N_NN ଛତିଶଗଡ଼ର\N_NNP ସବୁଠାରୁ\RP_INTF ବଡ଼ପୁଷ୍କରିଣୀ\JJ ହେବାର\V_VM_VNF ଗୌରବ\N_NN ଅର୍ଜ୍ଜନ\N_NNV କରିଛି\V_VM_VF ।\RD_PUNC
htd300	ପ୍ରାତଃ\JJ ଏବଂ\CC_CCD ସନ୍ଧ୍ୟା\JJ କାଳରେ\N_NN ଭ୍ରମଣ\N_NNV ପାଇଁ\PSP ଏହା\DM_DMD ଉପଯୁକ୍ତ\JJ ସ୍ଥାନ\N_NN |\RD_PUNC
htd301	ପୁଷ୍କରିଣୀ\N_NN ମଧ୍ୟରେ\PR_PRC ତିଆରି\N_NNV କରାଯାଇଥିବା\V_VM_VNF ଆଇଲ୍ୟାଣ୍ତରେ\N_NN ମୋଟରବୋଟ୍‍\N_NN ସହିତ\PSP ପେଡାଲ୍‌ବୋଟ୍‌ରେ\N_NN ଭ୍ରମଣ\N_NNV କରିବାର\V_VM_VNF ସୁବିଧା\N_NN ଉପଲବ୍ଧ\N_NN ହୋଇଥାଏ\V_VM_VF ।\RD_PUNC
htd302	ଆଇଲ୍ୟାଣ୍ତରେ\N_NN ଲାଗିଥିବା\V_VM_VNF ପବନଚକି\N_NN ମଧ୍ୟ\RP_RPD ଆକର୍ଷିତ\JJ କରିଥାଏ\V_VM_VF ।\RD_PUNC
htd303	ବସ୍ତରର\N_NNP ରାଜମହଲର\N_NN ମୁଖ୍ୟ\JJ ଦ୍ଵାରରେ\N_NN ବସ୍ତରର\N_NNP ଆରାଧ୍ୟାଦେବୀ\N_NN ମା\N_NN ଦନ୍ତେଶ୍ଵରୀଙ୍କର\N_NNP ମନ୍ଦିର\N_NN ରହିଛି\V_VM_VF ।\RD_PUNC
htd304	ମନ୍ଦିର\N_NN ସହିତ\PSP ଦଶହରାରେ\N_NNP ଚାଲୁଥିବା\V_VM_VNF ବିଶାଳ\JJ ରଥ\N_NN ମଧ୍ୟ\RP_RPD ଏହି\DM_DMD ଦ୍ଵାର\N_NN ମଧ୍ୟଦେଇ\V_VM_VNF ଦେଖାଯାଇ\V_VM_VNF ପାରିବ\V_VM_VF ।\RD_PUNC
htd305	ଦନ୍ତେଶ୍ଵର\N_NNP ମନ୍ଦିର\N_NN ଆଗରେ\N_NST ବସ୍ତରର\N_NNP କାକତୀୟ\N_NNP ବଂଶର\N_NN ଅନ୍ତିମ\JJ ସମ୍ରାଟ\N_NN ପ୍ରବୀରଚନ୍ଦ୍ର\N_NNP ଭଞଦେବଙ୍କର\N_NN ପ୍ରତିମା\N_NN ବସ୍ତରବାସୀମାନଙ୍କର\N_NN ବିଶ୍ଵାସର\N_NN ପ୍ରତୀକ\N_NN ଅଟେ\V_VM_VF |\RD_PUNC
htd306	ଧରମପୁରା\N_NNP ରୋଡରେ\N_NN ଭଗବାନ\N_NN ବାଲାଜୀଙ୍କର\N_NNP ଭବ୍ୟ\JJ ମନ୍ଦିର\N_NN ଅଛି\V_VM_VF |\RD_PUNC
htd307	ଧରମ୍‌ପୁରା\N_NNP ରୋଡର\N_NN ବାଲାଜୀ\N_NNP ମନ୍ଦିରକୁ\N_NN କେବଳ\CC_CCD ବିଭିନ୍ନ\QT_QTF ପ୍ରଦେଶରୁ\N_NN ହିଁ\RP_RPD ନୁହେଁ\RP_NEG ବରଂ\CC_CCD ଦେଶର\N_NN ଅନ୍ୟ\N_NN ଭାଗରୁ\PSP ମଧ୍ୟ\RP_RPD ଶ୍ରଦ୍ଧାଳୁ\N_NN ଦର୍ଶନ\N_NNV କରିବାକୁ\V_VM_VINF ଆସିଥାନ୍ତି\V_VM_VF ।\RD_PUNC
htd308	କେରଳ\N_NNP ପ୍ରାନ୍ତୀୟ\JJ ପର୍ଯ୍ୟଟକମାନଙ୍କ\N_NN ମଧ୍ୟରେ\PR_PRC ବହୁତ\RP_INTF ଲୋକପ୍ରିୟ\JJ ସ୍ଥାନ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd309	ସେଥିପାଇଁ\CC_CCD କେରଳକୁ\N_NNP ‘ଗଡ୍ସ\CC_CCS_UT ଓନ\CC_CCS_UT କଂଟ୍ରି\CC_CCS_UT ’\RD_PUNC ଅର୍ଥାତ୍‍\RP_RPD ‘ଈଶ୍ଵରଙ୍କର\CC_CCS_UT ସ୍ୱକୀୟ\CC_CCS_UT ବାସସ୍ଥାନ\CC_CCS_UT ’\RD_PUNC ନାମରେ\N_NN ଡକାଯାଇଥାଏ\V_VM_VF ।\RD_PUNC
htd310	କେରଳରେ\N_NNP ଅନେକ\QT_QTF ପ୍ରକାରର\N_NN ଦର୍ଶନୀୟ\JJ ସ୍ଥାନ\N_NN ରହିଛି|\V_VM_VF
htd311	କେରଳର\N_NNP ପ୍ରମୁଖ\JJ ଦର୍ଶନୀୟ\JJ ସ୍ଥାନମାନଙ୍କ\N_NN ମଧ୍ୟରେ\PR_PRC ମୁଖ୍ୟ\N_NN ଅଟେ\V_VM_VF -\RD_PUNC ପାର୍ବତୀୟ\JJ ଅରଣ୍ୟ\N_NN ,\RD_PUNC ସମୁଦ୍ରତଟବର୍ତ୍ତୀ\JJ କ୍ଷେତ୍ର\N_NN ,\RD_PUNC ଅରଣ୍ୟ\JJ କ୍ଷେତ୍ର\N_NN ,\RD_PUNC ତୀର୍ଥାଟନ\JJ କେନ୍ଦ୍ର\N_NN ଇତ୍ୟାଦି\RP_RPD |\RD_PUNC
htd312	ଏହି\DM_DMD ସ୍ଥାନ\N_NN ଗୁଡିକୁ\PSP ଦେଶ\N_NN ବିଦେଶରୁ\N_NN ଅସଂଖ୍ୟ\JJ ପର୍ଯ୍ୟଟକ\N_NN ଭ୍ରମଣ\N_NNV ଉଦ୍ଦେଶ୍ୟରେ\N_NN ଆସିଥାଆନ୍ତି\V_VM_VF ।\RD_PUNC
htd313	ମୁନ୍ନାର\N_NNP ,\RD_PUNC ନେଲିୟାଂପତି\N_NNP ,\RD_PUNC ପୋନ୍ମୋଟି\N_NNP ଆଦି\RP_RPD ପାର୍ବତୀୟ\JJ କ୍ଷେତ୍ର\N_NN ,\RD_PUNC କୋବଲମ\N_NNP ବର୍କଳା\N_NNP ,\RD_PUNC ଚେରାଇ\N_NNP ଆଦି\RP_RPD ସମୁଦ୍ରତଟବର୍ତ୍ତୀ\JJ ଅଂଚଳ\N_NN ,\RD_PUNC ପେରିୟାର୍‌\N_NNP ,\RD_PUNC ଇର୍ବିକୁଲମ\N_NNP ଆଦି\RP_RPD ବନ୍ୟ\JJ ପଶୁକେନ୍ଦ୍ର\N_NN ,\RD_PUNC କୋଲ୍ଲମ\N_NNP ,\RD_PUNC ଅଲପ୍ପୁଷା\N_NNP ,\RD_PUNC କୋଟ୍ଟୟମ୍‌\N_NNP ,\RD_PUNC ଏର୍ଣ୍ଣାକୁଲମ୍‌\N_NNP ପ୍ରଭୃତି\RP_RPD ହ୍ରଦ\N_NN ପ୍ରଧାନ\JJ କ୍ଷେତ୍ର\N_NN (backwater\RD_RDF region)\RD_RDF ଆଦି\RP_RPD ପର୍ଯ୍ୟଟକ\N_NN ମାନଙ୍କ\CC_CCD ପାଇଁ\PSP ବିଶେଷ\RP_INTF ଆକର୍ଷଣର\N_NNV କେନ୍ଦ୍ରବିନ୍ଦୁ\N_NN ଅଟେ\V_VM_VF |\RD_PUNC
htd314	ଭାରତୀୟ\JJ ଚିକିତ୍ସା\N_NN ପଦ୍ଧତି\N_NN -\RD_PUNC ଆର୍ୟୁବେଦର\N_NN ମଧ୍ୟ\RP_RPD ପର୍ଯ୍ୟଟନ\N_NN କ୍ଷେତ୍ରପାଇଁ\N_NN ମହତ୍ତ୍ଵପୂର୍ଣ୍ଣ\JJ ଯୋଗଦାନ\N_NN ରହିଛି\V_VM_VF |\RD_PUNC
htd315	ରାଜ୍ୟର\N_NN ଆର୍ଥିକ\JJ ବ୍ୟବସ୍ଥାରେ\N_NN ମଧ୍ୟ\RP_RPD ପର୍ଯ୍ୟଟନ\N_NN ନିର୍ଣ୍ଣୟାତ୍ମକ\JJ ଭୂମିକା\N_NN ତୁଲାଇଥାଏ\V_VM_VF |\RD_PUNC
htd316	ଭାରତ\N_NNP କେନ୍ଦ୍ରଶାସିତ\JJ ପ୍ରଦେଶ\N_NN ମଧ୍ୟରେ\PR_PRC ଡାମନ\N_NNP ଏବଂ\CC_CCD ଡିଉ\N_NNP ମଧ୍ୟ\RP_RPD ଅର୍ନ୍ତଭୁକ୍ତ\V_VM_VF |\RD_PUNC
htd317	ଆରବସାଗରର\N_NNP ଅପାର\JJ ଅଗାଧ\JJ ଜଳରାଶି\N_NN ଏହାକୁ\DM_DMD ବ୍ୟବସାୟ\N_NN ଏବଂ\CC_CCD ପର୍ଯ୍ୟଟନର\N_NN ପ୍ରମୁଖ\JJ କେନ୍ଦ୍ରସ୍ଥଳୀର\N_NST ମାନ୍ୟତା\N_NNV ଦେଇଛି\V_VM_VF ।\RD_PUNC
htd318	ଡାମନ\N_NNP ଏବଂ\CC_CCD ଡିୟୁରେ\N_NNP ବହୁତ\JJ ଛୋଟଛୋଟ\JJ ଦ୍ଵୀପ\N_NN ଅଛି\V_VM_VF |\RD_PUNC
htd319	ପ୍ରାକୃତିକ\JJ ସୌନ୍ଦର୍ଯ୍ୟ\N_NN ,\RD_PUNC ବହୁବିଧ\QT_QTF ସାଂସ୍କୃତିକ\JJ ସମ୍ମେଳନ\N_NN ଏବଂ\CC_CCD ସୁନ୍ଦର\JJ ସାମୁଦ୍ରିକ\JJ ବେଳାଭୂମି\N_NN ଡାମନ\N_NNV ଏବଂ\CC_CCD ଡିୟୁକୁ\N_NNP ଅସୀମ\JJ ସୁନ୍ଦରତାରେ\JJ ସଜାଇ\V_VM_VNF ଦେଇଛି\V_VM_VF ।\RD_PUNC
htd320	ଗୁଜୁରାଟ\N_NNP ଏବଂ\CC_CCD ମହାରାଷ୍ଟ୍ର\N_NNP ରାଜ୍ୟର\N_NN ପାଖାପାଖି\V_VM_VNF ରହିଥିବାରୁ\V_VM_VNF ଏଠାରେ\DM_DMD ପର୍ଯ୍ୟଟନ\N_NNV ବିକାଶର\N_NN ପରିପୂର୍ଣ୍ଣ\PR_PRC ସୁବିଧା\N_NN ମିଳିଥାଏ|\V_VM_VF
htd321	ଦୀର୍ଘ\JJ ସମୟ\N_NN ପର୍ଯ୍ୟନ୍ତ\PSP ଡାମନ\N_NNP ଏବଂ\CC_CCD ଡିୟୁ\N_NNP ଉପରେ\N_NN ପର୍ତ୍ତୁଗୀଜ୍‌ମାନେ\N_NNP ଆଧିପତ୍ୟ\N_NN ବିସ୍ତାର\N_NN କରିଥିଲେ\V_VM_VF ।\RD_PUNC
htd322	ଏହାପରେ\DM_DMD ପର୍ତ୍ତୁଗୀଜ୍‌\N_NNP ମାନଙ୍କଠାରୁ\PSP ସ୍ଵାଧୀନ\N_NN କରାଇ\V_VM_VNF ଡାମନ\N_NNV ଏବଂ\CC_CCD ଡିୟୁକୁ\N_NNP ଗୋଆରେ\N_NNP ମିଶାଇ\V_VM_VNF ଦିଆଯାଇଥିଲା\V_VM_VF |\RD_PUNC
htd323	୧୯୮୭\QT_QTC ମସିହାରେ\N_NN ଡାମନ\N_NNP ଏବଂ\CC_CCD ଡିୟୁକୁ\N_NNP ଗୋଟିଏ\RP_CL ସ୍ୱତନ୍ତ୍ର\JJ କେନ୍ଦ୍ରଶାସିତ\N_NN ଅଞ୍ଚଳର\N_NN ମାନ୍ୟତା\N_NN ପ୍ରଦାନ\N_NNV କରାଗଲା\V_VM_VF ।\RD_PUNC
htd324	ଭାରତର\N_NNP ପ୍ରମୁଖ\JJ ବ୍ୟବସାୟିକ\JJ କେନ୍ଦ୍ର\N_NN ବମ୍ବେରୁ\N_NNP ଡାମନର\N_NNP ଦୂରତା\N_NN ପାଖାପାଖି\JJ ୧୯୩\QT_QTC କି.ମି.\QT_QTF ଅଟେ\V_VM_VF |\RD_PUNC
htd325	ଡାମନ\N_NNP ପୂର୍ବରେ\N_NNP ଗୁଜୁରାଟ\N_NNP ରାଜ୍ୟସହିତ\PSP ଏବଂ\CC_CCD ପଶ୍ଚିମରେ\N_NNP ଆରବସାଗର\N_NNP ସହିତ\PSP ମିଶିଅଛି\V_VM_VF |\RD_PUNC
htd326	ଡାମନର\N_NNP ଉତ୍ତରରେ\N_NNP ‘କୋଲାକ’\CC_CCS_UT ତଥା\CC_CCD ଦକ୍ଷିଣରେ\N_NNP ‘କଲାଇ’\CC_CCS_UT ନଦୀ\N_NN ପ୍ରବାହିତ\V_VM_VF ।\RD_PUNC
htd327	ଡାମନର\N_NNP ପଡୋଶୀ\N_NN ଜିଲ୍ଲା\N_NN ଗୁଜୁରାଟର\N_NNP ବଲ୍‌ସାଡ୍‌\N_NNP ଜିଲ୍ଲା\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd328	ଡିୟୁ\N_NNP ଭାରତର\N_NNP ଗୋଟିଏ\RP_CL ଏମିତି\DM_DMD ଦ୍ଵୀପ\N_NN ଅଟେ\V_VM_VF ,\RD_PUNC ଯାହା\PR_PRL ଦୁଇଟି\RP_CL ପୋଲ\N_NN ଦ୍ଵାରା\PSP ସଂଯୁକ୍ତ\N_NN ହୋଇ୍ଅଛି\V_VM_VF ।\RD_PUNC
htd329	ଡିୟୁ\N_NNP ଗୁଜୁରାଟର\N_NNP ଜୁନାଗଡ\N_NNP ଜିଲ୍ଲା\N_NN ସହିତ\PSP ମିଶିକରି\V_VM_VNF ରହିଛି\V_VM_VF ।\RD_PUNC
htd330	ଡାମନ\N_NNP ‘ମୋଟିଡାମନ\CC_CCS_UT ’\RD_PUNC ଏବଂ\CC_CCD ‘ନାନୀଡାମନ’\CC_CCS_UT ନାମରେ\RB ଦୁଇଭାଗରେ\QT_QTC ବିଭକ୍ତ\N_NN ହୋଇଅଛି\V_VM_VF ।\RD_PUNC
htd331	ଡାମନକୁ\N_NNP ଦୁଇଭାଗରେ\QT_QTC ବିଭକ୍ତ\N_NN କରୁଥିବା\V_VM_VNF ନଦୀ\N_NN ଡାମନଗଂଗା\N_NNP ଅଟେ\V_VM_VF |\RD_PUNC
htd332	ମୋଟି\N_NN ଡାମନରେ\N_NNP ଅନେକ\QT_QTF ପୁରୁଣା\JJ ଚର୍ଚ୍ଚ\N_NN ଅଛି\V_VM_VF ,\RD_PUNC ତନ୍ମଧ୍ୟରୁ\N_NN ପ୍ରମୁଖ\JJ ଚର୍ଚ୍ଚ\N_NN ‘କ୍ୟାଥୋଡ୍ରାଲ୍‌\CC_CCS_UT ବୋଲ\CC_CCS_UT ଜେସୁ’\CC_CCS_UT ଅଟେ\V_VM_VF |\RD_PUNC
htd333	ଡାମନରେ\N_NNP ଥିବା\V_VM_VNF ଚର୍ଚ୍ଚର\N_NN ପାଚେରୀ\N_NN ଉପରେ\N_NN କରାଯାଇଥିବା\V_VM_VNF ଇସା\N_NNP ମସିହାଙ୍କର\N_NNP ଜୀବନ\N_NN ସହିତ\PSP ସମ୍ବନ୍ଧିତ\CC_CCD ସୁନ୍ଦର\JJ କଳାକୃତି\N_NN ଏବଂ\CC_CCD କାଠରେ\N_NN ତିଆରି\N_NN ଆକର୍ଷଣୀୟ\JJ ପଦାର୍ଥ\N_NN ପର୍ଯ୍ୟଟକମାନଙ୍କୁ\PSP ଆକର୍ଷିତ\JJ କରିଥାଏ\V_VM_VF ।\RD_PUNC
htd334	ନାନୀ\N_NNP ଡାମନର\N_NNP ମୁଖ୍ୟ\JJ ଆକର୍ଷଣ\N_NN ସଂତ\N_NNP ଜୈରୋମ୍‌ର\N_NNP ଦୁର୍ଗ\N_NN ଅଟେ\V_VM_VF ,\RD_PUNC
htd335	ଡାମନର\N_NNP ଜୈରୋମ୍‌\N_NNP ଦୁର୍ଗ\N_NN ମୁଗୋଲମାନଙ୍କ\N_NN ଆକ୍ରମଣରୁ\N_NN ସୁରକ୍ଷା\N_NN ଦେବାପାଇଁ\PSP ତିଆରି\N_NNV କରାଯାଇଥିଲା\V_VM_VF ।\RD_PUNC
htd336	ଏହା\DM_DMD ବ୍ୟତୀତ\CC_CCD ଡାମନ୍‌ର\N_NNP ଅନ୍ୟାନ୍ୟ\RP_RPD ଆକର୍ଷଣୀୟ\JJ ପର୍ଯ୍ୟଟନସ୍ଥଳୀ\N_NN ମଧ୍ୟରୁ\PR_PRC ବୋମ୍‌\N_NNP ଯୀଶସ୍‌\N_NNP ଚର୍ଚ୍ଚ\N_NNP ,\RD_PUNC ଓଭର୍‌\N_NNP ଲୋଡି\N_NNP ଅଫ୍\N_NNV ସି\N_NNP ଚର୍ଚ୍ଚ\N_NNV ,\RD_PUNC ଓଭର\N_NNP ଲେଡି\N_NNP ଅଫ୍\N_NNP ରେମିଡିଓଜ୍‌\N_NNP ଚର୍ଚ୍ଚ\N_NNP ,ପରଗୋଲା\N_NNP ଗାର୍ଡେନ\N_NN ,\RD_PUNC ଆମ୍ୟୁଜମେଣ୍ଟ\N_NNP ପାର୍କ\N_NN ,\RD_PUNC ଡାମନଗଂଗା\N_NNP ଟୁରିଷ୍ଟ\N_NNP କମ୍ପ୍ଲେକ୍ସ\N_NNP ,\RD_PUNC କାଚୀଗାମ\N_NNP ,\RD_PUNC ସତ୍ୟ\N_NNP ସାଗର\N_NNP ଉଦ୍ୟାନ\N_NN ,\RD_PUNC ମିରାସୋଲ\N_NNP ଗାର୍ଡେନ\N_NN ,\RD_PUNC ମିରାସୋଲ\N_NNP ଓ୍ୱାଟର\N_NN ପାର୍କ\N_NN ଆଦି\RP_RPD ଅନ୍ତର୍ଭୁକ୍ତ\V_VM_VF ।\RD_PUNC
